filename,CA1,CA1.1,CA1.2,CA1.3,CA1.4,CA1.5,CA1.6,CA1.7,CA2,ORG1,ORG2,ORG2.2,ORG2.3,ORG2.4,ORG2.5,ORG3,VOC1,VOC2,VOC3,GR1,GR2,GR3,UNIQ_WORDS,OR_ERR,CLQ_WORDS,CLC_ERRORS,prop_a1,prop_a2,prop_b1,prop_b2,prop_c1,prop_c2
331.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8823529411764706,0.0,0.0,0.25,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.0,0.0
125.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7714285714285715,0.6,0.0,0.1839080459770115,0.3684210526315789,0.3684210526315789,0.05263157894736842,0.21052631578947367,0.0,0.0
422.txt,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.95,0.0,0.0,0.32786885245901637,0.36363636363636365,0.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0
896.txt,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7981651376146789,0.0,0.0,0.2892561983471074,0.28169014084507044,0.19718309859154928,0.19718309859154928,0.2676056338028169,0.056338028169014086,0.0
738.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7349397590361446,0.0,0.0,0.27232142857142855,0.34,0.24,0.2,0.16,0.06,0.0
214.txt,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.5,0,0,0,0,0.9090909090909091,0.25,0.0,0.18421052631578946,0.4,0.3,0.2,0.1,0.0,0.0
9.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.808695652173913,0.0,0.0,0.33203125,0.275,0.2,0.2,0.25,0.075,0.0
851.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.78125,0.09090909090909091,0.0,0.3039647577092511,0.27941176470588236,0.16176470588235295,0.19117647058823528,0.23529411764705882,0.1323529411764706,0.0
515.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7111111111111111,0.09090909090909091,0.0,0.24766355140186916,0.26,0.26,0.12,0.32,0.04,0.0
645.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7698412698412699,0.08333333333333333,0.0,0.3254901960784314,0.20987654320987653,0.24691358024691357,0.19753086419753085,0.32098765432098764,0.024691358024691357,0.0
134.txt,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0.5,0,0,0,0,0.7727272727272727,0.25,0.0,0.19672131147540983,0.26666666666666666,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0
143.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.717948717948718,0.0,0.0,0.23255813953488372,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.0
201.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.7966101694915254,0.25,0.0,0.29554655870445345,0.23076923076923078,0.2692307692307692,0.19230769230769232,0.23076923076923078,0.0641025641025641,0.01282051282051282
733.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7115384615384616,0.0,0.0,0.3,0.3090909090909091,0.21818181818181817,0.2,0.21818181818181817,0.05454545454545454,0.0
587.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.693069306930693,0.0,0.0,0.29707112970711297,0.2857142857142857,0.2698412698412698,0.14285714285714285,0.23809523809523808,0.06349206349206349,0.0
841.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.7583333333333333,0.25,0.0,0.2971014492753623,0.21333333333333335,0.22666666666666666,0.18666666666666668,0.25333333333333335,0.12,0.0
402.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8198198198198198,0.0,0.0,0.34552845528455284,0.2625,0.225,0.2125,0.275,0.025,0.0
276.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.79,0.0,0.0,0.2702702702702703,0.29850746268656714,0.2537313432835821,0.13432835820895522,0.2537313432835821,0.05970149253731343,0.0
743.txt,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.5,0,0,0,0,0.8888888888888888,0.25,0.0,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0
879.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7525773195876289,0.0,0.0,0.3093220338983051,0.2413793103448276,0.27586206896551724,0.2413793103448276,0.20689655172413793,0.034482758620689655,0.0
437.txt,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0.7837837837837838,0.2,0.0,0.2376237623762376,0.3,0.25,0.1,0.3,0.05,0.0
595.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6842105263157895,0.0,0.0,0.11235955056179775,0.5263157894736842,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.0,0.0
610.txt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.8222222222222222,0.16666666666666666,0.0,0.20212765957446807,0.25,0.39285714285714285,0.14285714285714285,0.21428571428571427,0.0,0.0
569.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7966101694915254,0.0,0.0,0.2891566265060241,0.2261904761904762,0.14285714285714285,0.19047619047619047,0.32142857142857145,0.11904761904761904,0.0
172.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7894736842105263,0.1,0.0,0.31390134529147984,0.25,0.15,0.1,0.38333333333333336,0.11666666666666667,0.0
605.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8111111111111111,0.0,0.0,0.2663755458515284,0.2542372881355932,0.23728813559322035,0.1864406779661017,0.2711864406779661,0.05084745762711865,0.0
558.txt,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.7586206896551724,0.4,0.0,0.3013698630136986,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0
111.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8125,0.6666666666666666,0.0,0.2413793103448276,0.25806451612903225,0.2903225806451613,0.1935483870967742,0.25806451612903225,0.0,0.0
934.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7674418604651163,0.0,0.0,0.29015544041450775,0.23214285714285715,0.30357142857142855,0.19642857142857142,0.19642857142857142,0.07142857142857142,0.0
224.txt,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7582417582417582,0.09090909090909091,0.0,0.25,0.2542372881355932,0.2711864406779661,0.11864406779661017,0.2711864406779661,0.0847457627118644,0.0
328.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7575757575757576,0.6,0.0,0.1794871794871795,0.3888888888888889,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.0
680.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7428571428571429,0.0,0.0,0.17567567567567569,0.3,0.25,0.25,0.15,0.0,0.05
535.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8118811881188119,0.0,0.0,0.3319672131147541,0.3103448275862069,0.2413793103448276,0.13793103448275862,0.25862068965517243,0.05172413793103448,0.0
298.txt,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6911764705882353,1.1428571428571428,0.0,0.2047244094488189,0.375,0.325,0.125,0.15,0.025,0.0
938.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7096774193548387,0.0,0.0,0.3023255813953488,0.25,0.2,0.21666666666666667,0.21666666666666667,0.11666666666666667,0.0
368.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8387096774193549,0.42857142857142855,0.0,0.2727272727272727,0.29545454545454547,0.2727272727272727,0.11363636363636363,0.2727272727272727,0.045454545454545456,0.0
383.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.24285714285714285,0.25,0.25,0.1,0.3,0.1,0.0
803.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7614678899082569,0.0,0.0,0.3445378151260504,0.2898550724637681,0.17391304347826086,0.18840579710144928,0.2608695652173913,0.08695652173913043,0.0
237.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7692307692307693,0.0,0.0,0.3090128755364807,0.3387096774193548,0.25806451612903225,0.1774193548387097,0.16129032258064516,0.06451612903225806,0.0
655.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7623762376237624,0.0,0.0,0.2661290322580645,0.3230769230769231,0.18461538461538463,0.13846153846153847,0.27692307692307694,0.07692307692307693,0.0
150.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6756756756756757,0.0,0.0,0.22093023255813954,0.6111111111111112,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.0,0.0
370.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.76,0.2727272727272727,0.0,0.3233082706766917,0.27058823529411763,0.16470588235294117,0.21176470588235294,0.27058823529411763,0.08235294117647059,0.0
17.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7075471698113207,0.0,0.0,0.2682926829268293,0.2537313432835821,0.19402985074626866,0.16417910447761194,0.26865671641791045,0.11940298507462686,0.0
701.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.723404255319149,0.0,0.0,0.23711340206185566,0.39285714285714285,0.2857142857142857,0.21428571428571427,0.10714285714285714,0.0,0.0
452.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7956989247311828,0.0,0.0,0.32272727272727275,0.21875,0.15625,0.1875,0.390625,0.03125,0.015625
720.txt,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7027027027027027,0.6,0.0,0.19753086419753085,0.17391304347826086,0.34782608695652173,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.0
44.txt,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.7083333333333334,0.3333333333333333,0.0,0.24299065420560748,0.2857142857142857,0.14285714285714285,0.25,0.2857142857142857,0.03571428571428571,0.0
190.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7021276595744681,0.0,0.0,0.3386243386243386,0.2833333333333333,0.2,0.16666666666666666,0.25,0.08333333333333333,0.016666666666666666
158.txt,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9032258064516129,0.0,0.0,0.25757575757575757,0.36,0.24,0.16,0.16,0.08,0.0
840.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.810126582278481,0.0,0.0,0.3089005235602094,0.36538461538461536,0.15384615384615385,0.11538461538461539,0.25,0.11538461538461539,0.0
72.txt,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8787878787878788,0.0,0.0,0.25,0.18518518518518517,0.37037037037037035,0.1111111111111111,0.18518518518518517,0.14814814814814814,0.0
453.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7818181818181819,0.0,0.0,0.35714285714285715,0.14705882352941177,0.16176470588235295,0.27941176470588236,0.3235294117647059,0.08823529411764706,0.0
567.txt,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.8148148148148148,0.5,0.0,0.18840579710144928,0.3888888888888889,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0,0.0
761.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7777777777777778,0.0,0.0,0.3125,0.2878787878787879,0.21212121212121213,0.21212121212121213,0.18181818181818182,0.10606060606060606,0.0
711.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.6909090909090909,0.16666666666666666,0.0,0.22448979591836735,0.3333333333333333,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.030303030303030304,0.0
426.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8192771084337349,0.0,0.0,0.35106382978723405,0.288135593220339,0.1864406779661017,0.1694915254237288,0.3389830508474576,0.01694915254237288,0.0
399.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8,0.0,0.0,0.2375,0.2222222222222222,0.5,0.16666666666666666,0.1111111111111111,0.0,0.0
928.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7333333333333333,0.0,0.0,0.29493087557603687,0.3064516129032258,0.20967741935483872,0.16129032258064516,0.27419354838709675,0.04838709677419355,0.0
232.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7319587628865979,0.0,0.0,0.2907488986784141,0.3770491803278688,0.18032786885245902,0.14754098360655737,0.21311475409836064,0.08196721311475409,0.0
300.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7981651376146789,0.0,0.0,0.2831858407079646,0.30666666666666664,0.18666666666666668,0.18666666666666668,0.25333333333333335,0.06666666666666667,0.0
889.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7294117647058823,0.0,0.0,0.27184466019417475,0.20754716981132076,0.22641509433962265,0.1509433962264151,0.2830188679245283,0.1320754716981132,0.0
460.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7142857142857143,0.0,0.0,0.23170731707317074,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0
295.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.7109375,0.4166666666666667,0.0,0.32974910394265233,0.2727272727272727,0.22077922077922077,0.14285714285714285,0.2987012987012987,0.06493506493506493,0.0
305.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7948717948717948,0.0,0.0,0.27411167512690354,0.3333333333333333,0.14583333333333334,0.125,0.3333333333333333,0.0625,0.0
215.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7266187050359713,0.15384615384615385,0.0,0.33881578947368424,0.19101123595505617,0.24719101123595505,0.19101123595505617,0.30337078651685395,0.06741573033707865,0.0
199.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7560975609756098,0.0,0.0,0.2988505747126437,0.3137254901960784,0.17647058823529413,0.17647058823529413,0.27450980392156865,0.058823529411764705,0.0
799.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7741935483870968,0.08333333333333333,0.0,0.33739837398373984,0.26666666666666666,0.25333333333333335,0.14666666666666667,0.30666666666666664,0.02666666666666667,0.0
389.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8037383177570093,0.0,0.0,0.30039525691699603,0.2894736842105263,0.18421052631578946,0.19736842105263158,0.27631578947368424,0.05263157894736842,0.0
32.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8108108108108109,0.6,0.0,0.23255813953488372,0.25,0.3333333333333333,0.125,0.25,0.041666666666666664,0.0
489.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.696969696969697,0.6,0.0,0.26744186046511625,0.35294117647058826,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.0,0.0
552.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7090909090909091,0.2222222222222222,0.0,0.26639344262295084,0.2923076923076923,0.18461538461538463,0.16923076923076924,0.2923076923076923,0.06153846153846154,0.0
301.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7209302325581395,0.0,0.0,0.28019323671497587,0.3018867924528302,0.24528301886792453,0.16981132075471697,0.20754716981132076,0.07547169811320754,0.0
321.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7567567567567568,0.0,0.0,0.23076923076923078,0.2857142857142857,0.23809523809523808,0.3333333333333333,0.14285714285714285,0.0,0.0
924.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.776,0.2727272727272727,0.0,0.31636363636363635,0.2073170731707317,0.21951219512195122,0.23170731707317074,0.2804878048780488,0.06097560975609756,0.0
467.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6851851851851852,0.0,0.0,0.2222222222222222,0.3225806451612903,0.25806451612903225,0.1935483870967742,0.1935483870967742,0.03225806451612903,0.0
727.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.723404255319149,0.16666666666666666,0.0,0.25510204081632654,0.37037037037037035,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.0,0.0
164.txt,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0.6666666666666666,0.0,0.2441860465116279,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.0,0.0
36.txt,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.7380952380952381,0.0,0.0,0.23232323232323232,0.45454545454545453,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.045454545454545456,0.0
907.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.75,0.1111111111111111,0.0,0.3020408163265306,0.3142857142857143,0.14285714285714285,0.17142857142857143,0.2714285714285714,0.1,0.0
323.txt,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0.6666666666666666,0.0,0.2441860465116279,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.0,0.0
795.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7719298245614035,0.18181818181818182,0.0,0.24472573839662448,0.25,0.25,0.2236842105263158,0.23684210526315788,0.02631578947368421,0.013157894736842105
49.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8333333333333334,0.0,0.0,0.3378995433789954,0.3287671232876712,0.2465753424657534,0.136986301369863,0.2328767123287671,0.0547945205479452,0.0
141.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7272727272727273,0.0,0.0,0.29707112970711297,0.2676056338028169,0.15492957746478872,0.22535211267605634,0.23943661971830985,0.09859154929577464,0.014084507042253521
234.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7692307692307693,0.0,0.0,0.3399014778325123,0.24561403508771928,0.24561403508771928,0.22807017543859648,0.22807017543859648,0.05263157894736842,0.0
354.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.8035714285714286,0.1,0.0,0.3306122448979592,0.2987012987012987,0.18181818181818182,0.23376623376623376,0.19480519480519481,0.09090909090909091,0.0
230.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.776,0.2727272727272727,0.0,0.3371212121212121,0.29411764705882354,0.2235294117647059,0.17647058823529413,0.25882352941176473,0.047058823529411764,0.0
50.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7,0.18181818181818182,0.0,0.30973451327433627,0.3442622950819672,0.18032786885245902,0.13114754098360656,0.2786885245901639,0.06557377049180328,0.0
792.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8064516129032258,0.0,0.0,0.29411764705882354,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.0
344.txt,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8285714285714286,0.0,0.0,0.27848101265822783,0.55,0.2,0.05,0.2,0.0,0.0
154.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8461538461538461,0.0,0.0,0.23880597014925373,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.0,0.07692307692307693,0.0
606.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.7310924369747899,0.4,0.0,0.29069767441860467,0.23684210526315788,0.21052631578947367,0.23684210526315788,0.2894736842105263,0.02631578947368421,0.0
589.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.813953488372093,0.25,0.0,0.3103448275862069,0.19480519480519481,0.2597402597402597,0.18181818181818182,0.3116883116883117,0.05194805194805195,0.0
178.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7128712871287128,0.0,0.0,0.31221719457013575,0.26153846153846155,0.24615384615384617,0.18461538461538463,0.23076923076923078,0.07692307692307693,0.0
553.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.8043478260869565,0.0,0.0,0.30256410256410254,0.26666666666666666,0.2,0.13333333333333333,0.3,0.1,0.0
653.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7073170731707317,0.0,0.0,0.1595744680851064,0.45,0.25,0.2,0.1,0.0,0.0
914.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.7758620689655172,0.36363636363636365,0.0,0.29343629343629346,0.325,0.1875,0.2,0.1875,0.0875,0.0125
868.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7410714285714286,0.0,0.0,0.3201581027667984,0.1774193548387097,0.27419354838709675,0.20967741935483872,0.27419354838709675,0.06451612903225806,0.0
341.txt,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8214285714285714,0.0,0.0,0.20634920634920634,0.5625,0.125,0.125,0.1875,0.0,0.0
494.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7735849056603774,0.0,0.0,0.3142857142857143,0.2857142857142857,0.22857142857142856,0.17142857142857143,0.22857142857142856,0.08571428571428572,0.0
483.txt,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0.5,0,0,0,0,0.8571428571428571,0.25,0.0,0.23333333333333334,0.25,0.125,0.1875,0.375,0.0625,0.0
770.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.794392523364486,0.0,0.0,0.26229508196721313,0.26865671641791045,0.14925373134328357,0.16417910447761194,0.3283582089552239,0.08955223880597014,0.0
607.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7647058823529411,0.09090909090909091,0.0,0.3125,0.2625,0.2625,0.1625,0.2125,0.1,0.0
521.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.85,0.0,0.0,0.25925925925925924,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0
124.txt,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0.7058823529411765,0.4,0.0,0.2073170731707317,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.0
790.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0,0,0,0.7878787878787878,0.09090909090909091,0.0,0.22707423580786026,0.2878787878787879,0.25757575757575757,0.18181818181818182,0.19696969696969696,0.07575757575757576,0.0
470.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.8113207547169812,0.16666666666666666,0.0,0.2882882882882883,0.2571428571428571,0.34285714285714286,0.17142857142857143,0.22857142857142856,0.0,0.0
530.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7073170731707317,0.75,0.0,0.25,0.3,0.2,0.3,0.15,0.05,0.0
651.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.7457627118644068,0.4166666666666667,0.0,0.29739776951672864,0.25,0.25,0.1875,0.25,0.0625,0.0
498.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.268,0.2857142857142857,0.25396825396825395,0.1746031746031746,0.20634920634920634,0.07936507936507936,0.0
447.txt,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.7586206896551724,0.4,0.0,0.2876712328767123,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0
239.txt,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7291666666666666,0.5,0.0,0.25225225225225223,0.30434782608695654,0.21739130434782608,0.34782608695652173,0.08695652173913043,0.043478260869565216,0.0
98.txt,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.6818181818181818,0.0,0.0,0.19791666666666666,0.38461538461538464,0.3076923076923077,0.038461538461538464,0.2692307692307692,0.0,0.0
501.txt,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8,0.0,0.0,0.23728813559322035,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0
376.txt,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7428571428571429,0.0,0.0,0.21686746987951808,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.0
696.txt,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0.7647058823529411,0.0,0.0,0.33617021276595743,0.24193548387096775,0.1935483870967742,0.1935483870967742,0.3064516129032258,0.06451612903225806,0.0
63.txt,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.8,0.2,0.0,0.23333333333333334,0.34615384615384615,0.19230769230769232,0.11538461538461539,0.3076923076923077,0.038461538461538464,0.0
